txn_id,customer,error_type,error_msg,timestamp
T512,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T514,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T515,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T528,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T531,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T537,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T539,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T541,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T549,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T552,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T561,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T564,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T566,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T567,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T568,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T571,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T576,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T580,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T581,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T585,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T587,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T590,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T595,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T596,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T611,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T622,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T638,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T645,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T649,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T651,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T663,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T676,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T678,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T679,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T680,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T683,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T687,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T692,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T709,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T710,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T711,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T720,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T721,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T723,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T724,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T734,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T736,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T754,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T766,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T771,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T779,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T814,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T817,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T839,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T841,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T847,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T851,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T855,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T860,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T870,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T871,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T878,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T879,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T881,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T885,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T888,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T891,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T894,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T899,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T908,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T921,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T929,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T931,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T933,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T936,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T943,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T948,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T956,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T959,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T965,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T966,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T974,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T977,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T980,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T995,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T997,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1001,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1007,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1008,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1011,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1014,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1015,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1018,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1033,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1040,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1046,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1050,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1053,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1060,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1065,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1066,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1073,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1074,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1082,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1085,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1092,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1095,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1109,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1112,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1113,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1116,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1118,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1131,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1134,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1140,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1141,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1143,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1151,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1164,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1165,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1167,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1199,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1201,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1204,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1223,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1224,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1237,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1241,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1244,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1251,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1259,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1264,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1275,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1277,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1278,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1294,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1302,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1305,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1312,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1317,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1323,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1327,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1331,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1332,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1339,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1340,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1344,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1354,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1362,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1363,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1366,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1371,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1373,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1377,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1379,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1387,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1388,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1393,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1396,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1400,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1404,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1405,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1406,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1408,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1410,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1415,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1430,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1435,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1440,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1442,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1446,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1461,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1465,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1470,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1476,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1477,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1494,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1495,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1504,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1506,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1507,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1510,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1515,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1516,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1519,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1529,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1534,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1539,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1549,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1551,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1556,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1558,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1569,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1572,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1577,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1578,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1581,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1601,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1611,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1615,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1618,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1620,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1623,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1633,Alice,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1634,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1640,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1644,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1649,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1662,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1663,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1670,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1671,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1672,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1677,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1681,Alice,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1694,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1695,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1698,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1712,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1715,Bob,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1718,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1724,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1726,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1728,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1732,Bob,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1741,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1776,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1782,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1786,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1791,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1796,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1808,David,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1816,Charlie,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1817,Eve,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1822,Charlie,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1824,Frank,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1829,David,NegativeAmount,Amount cannot be negative,2026-03-13 20:37:47
T1839,Eve,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
T1845,Frank,InvalidAmount,could not convert string to float: 'Invalid',2026-03-13 20:37:47
