txn_id,customer,error_type,error_msg,timestamp
T340,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T344,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T345,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T349,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T350,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T354,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T356,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T357,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T361,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T367,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T369,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T374,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T377,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T393,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T400,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T401,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T404,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T407,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T408,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T413,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T435,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T436,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T445,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T448,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T452,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T455,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T459,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T460,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T465,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T469,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T470,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T472,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T493,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T502,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T504,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T505,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T527,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T532,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T539,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T541,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T542,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T550,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T565,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T574,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T579,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T582,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T587,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T590,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T592,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T595,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T599,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T606,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T608,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T610,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T613,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T623,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T628,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T634,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T636,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T648,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T650,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T651,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T658,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T660,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T661,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T664,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T665,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T666,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T677,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T693,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T702,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T709,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T711,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T712,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T723,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T726,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T732,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T734,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T740,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T744,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T746,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T761,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T763,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T764,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T777,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T780,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T789,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T790,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T793,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T796,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T798,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T800,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T806,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T818,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T823,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T829,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T838,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T841,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T845,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T849,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T851,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T855,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T865,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T866,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T868,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T875,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T878,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T881,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T884,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T888,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T901,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T903,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T904,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T905,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T908,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T915,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T918,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T927,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T932,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T941,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T945,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T946,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T947,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T951,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T954,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T955,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T960,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T963,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T965,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T986,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T990,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T991,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T992,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T997,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1000,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1002,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1005,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1014,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1018,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1019,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1021,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1025,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1027,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1029,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1032,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1033,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1036,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1039,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1042,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1049,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1053,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1056,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1060,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1064,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1065,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1066,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1070,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1078,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1085,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1088,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1089,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1097,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1106,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1111,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1115,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1123,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1125,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1127,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1136,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1144,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1149,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1154,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1158,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1163,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1168,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1169,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1176,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1177,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1185,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1188,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1189,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1191,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1193,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1203,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1208,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1221,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1222,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1230,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1231,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1241,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1251,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1252,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1259,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1262,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1264,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1265,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1267,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1268,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1269,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1270,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1274,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1287,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1289,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1295,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1296,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1303,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1307,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1311,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1314,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1318,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1322,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1328,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1330,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1345,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1348,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1375,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1377,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1380,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1383,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1386,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1404,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1409,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1413,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1421,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1422,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1425,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1433,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1446,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1449,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1454,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1456,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1473,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1476,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1482,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1486,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1489,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1493,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1498,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1500,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1513,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1514,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1515,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1518,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1526,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1531,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1534,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1538,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1540,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1541,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1543,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1550,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1552,David,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1554,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1557,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1561,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1567,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1574,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1575,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1578,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1582,Charlie,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1584,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1586,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1587,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1593,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1596,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1603,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1605,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1607,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1609,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1614,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1615,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1618,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1621,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1622,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1623,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1641,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1646,Frank,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1650,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1659,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1663,Alice,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1664,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1683,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1708,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1709,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1710,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1713,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1714,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
T1715,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1716,Bob,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1717,Eve,NegativeAmount,NegativeAmount,2026-03-23 21:43:11
T1723,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-23 21:43:11
