txn_id,customer,error_type,error_msg,timestamp
T675,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T700,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T705,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T715,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T716,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T719,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T725,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T730,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T733,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T736,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T738,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T743,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T744,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T755,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T776,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T779,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T794,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T806,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T808,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T816,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T817,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T820,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T821,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T830,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T831,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T836,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T841,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T843,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T845,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T849,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T850,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T853,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T859,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T861,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T870,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T881,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T884,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T893,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T905,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T908,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T909,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T913,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T919,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T926,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T927,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T928,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T932,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T937,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T945,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T952,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T954,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T956,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T992,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1000,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1001,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1006,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1016,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1034,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1039,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1041,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1045,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1046,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1047,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1051,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1053,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1056,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1070,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1072,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1074,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1080,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1081,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1082,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1083,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1088,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1091,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1103,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1104,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1105,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1111,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1118,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1126,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1149,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1156,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1164,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1168,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1178,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1179,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1182,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1187,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1190,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1191,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1202,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1216,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1217,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1219,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1220,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1221,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1225,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1226,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1232,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1234,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1243,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1246,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1247,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1254,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1259,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1260,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1266,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1270,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1278,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1281,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1285,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1287,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1291,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1310,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1318,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1321,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1348,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1349,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1350,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1354,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1364,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1369,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1370,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1376,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1377,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1380,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1384,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1386,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1389,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1393,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1399,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1403,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1417,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1420,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1423,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1429,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1430,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1434,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1437,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1443,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1444,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1446,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1448,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1449,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1453,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1455,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1463,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1478,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1494,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1496,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1501,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1503,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1511,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1526,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1529,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1533,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1544,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1546,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1551,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1557,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1560,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1575,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1576,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1582,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1583,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1594,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1605,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1607,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1610,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1612,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1616,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1621,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1626,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1636,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1643,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1645,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1668,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1675,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1676,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1677,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1679,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1681,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1686,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1689,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1691,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1701,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1709,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1722,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1725,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1727,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1734,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1736,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1742,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1745,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1754,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1762,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1766,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1768,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1772,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1775,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1781,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1794,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1802,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1819,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1820,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1822,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1827,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1829,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1830,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1834,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1835,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1840,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1846,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1848,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1850,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T1854,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T1855,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
